Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7
ENSG00000117713,ARID1A,62,-0.2611,72,0.12300,75,0.23272
ENSG00000090273,NUDC,143,0.46601,110,-0.2246,100,-0.4452
ENSG00000186501,TMEM222,108,1.36895,53,-0.6581,36,-1.4268
ENSG00000158195,WASF2,41,-0.2798,79,0.99403,36,-0.4428
ENSG00000126705,AHDC1,60,1.09999,19,-1.3729,32,-0.6894
ENSG00000126709,IFI6,198,0.72005,96,-0.8641,132,-0.4296
ENSG00000117758,STX12,123,0.73021,83,-0.3249,69,-0.7335
ENSG00000117751,PPP1R8,34,0.12851,40,0.32885,27,-0.3904
ENSG00000117748,RPA2,98,0.76668,32,-1.4481,70,-0.2754
ENSG00000126698,DNAJC8,95,0.43682,88,0.07560,61,-0.6145
ENSG00000130770,ATP5IF1,358,0.72952,126,-1.3629,261,-0.2584
ENSG00000198492,YTHDF2,72,1.45692,18,-1.6915,30,-1.0120
ENSG00000159023,EPB41,53,1.20426,8,-2.3752,30,-0.5512
ENSG00000116350,SRSF4,63,0.27759,48,-0.3016,53,-0.1638
ENSG00000162511,LAPTM5,21,-1.7874,102,1.56606,60,0.68229
ENSG00000162512,SDC3,95,0.25064,80,-0.1608,79,-0.2103
ENSG00000134644,PUM1,173,0.99625,83,-0.8004,88,-0.8086
ENSG00000121766,ZCCHC17,89,0.09140,49,-0.9088,101,0.31067
ENSG00000162517,PEF1,58,0.75951,24,-1.0807,39,-0.3891
ENSG00000084636,COL16A1,38,-0.8789,103,1.22080,55,0.09899
ENSG00000121753,ADGRB2,249,1.24194,67,-1.6199,124,-0.7763
ENSG00000184007,PTP4A2,148,-2.0200,1213,2.62126,295,-0.2915
ENSG00000121774,KHDRBS1,158,0.74904,95,-0.5106,93,-0.6438
ENSG00000084652,TXLNA,52,0.63861,38,-0.2366,31,-0.6672
ENSG00000084623,EIF3I,88,0.60197,56,-0.4925,59,-0.4639
ENSG00000175130,MARCKSL1,111,-1.7461,566,1.77166,275,0.44723
ENSG00000160058,BSDC1,60,0.25498,40,-0.5185,55,-0.0284
ENSG00000176261,ZBTB8OS,33,0.02493,30,-0.1561,34,0.05972
ENSG00000162521,RBBP4,132,0.81398,80,-0.4861,72,-0.7448
ENSG00000134684,YARS,120,1.58656,26,-1.8818,47,-1.1076
ENSG00000116497,S100PBP,53,0.58870,57,0.37024,25,-1.1191
ENSG00000121905,HPCA,615,1.07806,46,-3.5455,413,-0.2780
ENSG00000004455,AK2,25,-0.8733,86,1.73627,26,-0.4895
ENSG00000134686,PHC2,63,-0.1882,107,0.83381,54,-0.4070
ENSG00000163866,SMIM12,80,1.52732,21,-1.5622,31,-1.1463
ENSG00000116544,DLGAP3,46,0.75744,2,-4.0951,39,0.08340
ENSG00000116560,SFPQ,224,0.57623,218,0.20950,117,-0.9341
ENSG00000142687,KIAA0319L,87,1.27144,45,-0.6012,31,-1.3204
ENSG00000020129,NCDN,2510,1.53943,205,-3.3362,1192,-0.7806
ENSG00000126067,PSMB2,165,1.20874,49,-1.4644,82,-0.7885
ENSG00000142686,C1orf216,78,1.52874,8,-2.9314,36,-0.8180
ENSG00000092847,AGO1,29,-0.9070,52,0.42086,57,0.74913
ENSG00000126070,AGO3,30,-0.0997,43,0.54280,27,-0.2613
ENSG00000054116,TRAPPC3,72,1.38444,34,-0.7143,24,-1.4084
ENSG00000116871,MAP7D1,220,0.42584,212,0.13617,139,-0.6470
ENSG00000054118,THRAP3,91,0.00403,85,-0.1013,93,0.05401
ENSG00000163875,MEAF6,136,0.91577,59,-0.9955,79,-0.6129
ENSG00000197982,C1orf122,182,-0.0780,263,0.60227,156,-0.3415
ENSG00000185668,POU3F1,48,1.77280,7,-2.3255,17,-1.2056
ENSG00000116954,RRAGC,61,0.49292,39,-0.5029,45,-0.3219
ENSG00000174574,AKIRIN1,118,0.91853,61,-0.7164,63,-0.7514
ENSG00000168653,NDUFS5,438,0.48774,216,-0.9282,360,-0.1281
ENSG00000127603,MACF1,211,-0.5464,375,0.68834,275,0.17463
ENSG00000090621,PABPC4,56,-0.3280,67,0.12187,72,0.30949
ENSG00000116983,HPCAL4,332,1.01514,48,-2.6191,222,-0.3077
ENSG00000131236,CAP1,133,0.75544,81,-0.5035,78,-0.6563
ENSG00000131238,PPT1,157,0.71924,73,-0.9383,107,-0.3972
ENSG00000084073,ZMPSTE24,42,0.24221,14,-1.6431,47,0.34810
ENSG00000049089,COL9A2,23,-1.8726,181,2.68041,38,-0.5332
ENSG00000084070,SMAP2,121,0.86416,52,-1.0173,74,-0.5402
ENSG00000117016,RIMS3,104,2.16644,18,-2.0540,25,-1.7762
ENSG00000066136,NFYC,39,0.39109,23,-0.6658,33,-0.1220
ENSG00000198815,FOXJ3,79,1.09902,34,-0.9519,38,-0.8656
ENSG00000127125,PPCS,61,0.57120,58,0.16641,32,-0.8864
ENSG00000065978,YBX1,79,-0.5535,197,1.32869,76,-0.4303
ENSG00000117394,SLC2A1,99,-0.2194,81,-0.4372,132,0.47022
ENSG00000117395,EBNA1BP2,56,0.13754,33,-0.7931,60,0.21889
ENSG00000179178,TMEM125,10,-2.6581,161,3.43863,22,-0.8477
ENSG00000066322,ELOVL1,21,-2.4978,234,2.71163,64,0.00968
ENSG00000142949,PTPRF,189,0.99691,115,-0.4137,84,-1.0495
ENSG00000126091,ST3GAL3,61,1.26781,6,-3.1175,35,-0.5153
ENSG00000117408,IPO13,84,0.08526,156,1.15761,41,-1.2598
ENSG00000117410,ATP6V0B,476,1.10501,190,-1.0584,237,-0.8227
ENSG00000117411,B4GALT2,63,-0.1710,72,0.13479,71,0.12096
ENSG00000178028,DMAP1,50,0.47815,51,0.25877,28,-0.8295
ENSG00000117419,ERI3,189,1.06093,70,-1.1864,101,-0.7126
ENSG00000187147,RNF220,107,0.13037,153,0.68749,70,-0.7237
ENSG00000142937,RPS8,444,-0.8623,1264,1.36922,579,-0.0699
ENSG00000126088,UROD,101,0.61376,62,-0.5292,68,-0.4591
ENSG00000117450,PRDX1,281,0.22140,285,0.13535,218,-0.3670
ENSG00000117448,AKR1A1,49,0.06150,54,0.18325,44,-0.1943
ENSG00000132780,NASP,41,-0.7448,128,1.64380,40,-0.5511
ENSG00000159592,GPBP1L1,44,-0.1211,74,0.83429,35,-0.5026
ENSG00000085998,POMGNT1,91,0.54241,107,0.54035,40,-1.2400
ENSG00000132128,LRRC41,60,1.10013,35,-0.4705,24,-1.1601
ENSG00000173660,UQCRH,410,1.11866,146,-1.2344,210,-0.7646
ENSG00000117480,FAAH,44,-0.0143,53,0.30344,41,-0.1840
ENSG00000123472,ATPAF1,171,0.85744,69,-1.1078,107,-0.4958
ENSG00000159658,EFCAB14,104,-0.6210,225,1.00662,128,-0.0065
ENSG00000162368,CMPK1,152,-0.0165,182,0.29961,140,-0.1783
ENSG00000123091,RNF11,386,1.06257,156,-1.0462,198,-0.7743
ENSG00000085832,EPS15,144,0.32111,173,0.47521,86,-0.7980
ENSG00000117859,OSBPL9,53,0.67319,46,0.07542,26,-0.9604
ENSG00000078618,NRDC,89,0.53809,83,0.10900,51,-0.7866
ENSG00000134717,BTF3L4,89,1.22138,43,-0.7047,35,-1.1737
ENSG00000134744,TUT4,42,-0.1170,70,0.82137,34,-0.4952
ENSG00000162378,ZYG11B,133,1.23596,40,-1.4365,64,-0.8316
ENSG00000116171,SCP2,127,0.31909,92,-0.3762,106,-0.1746
ENSG00000162384,CZIB,50,0.47209,56,0.38980,26,-0.9482
ENSG00000116209,TMEM59,229,0.60611,194,-0.0108,128,-0.7874
ENSG00000116221,MRPL37,56,1.01084,10,-2.3096,37,-0.3512
ENSG00000157216,SSBP3,167,0.93822,48,-1.6002,106,-0.4278
ENSG00000116133,DHCR24,254,1.54596,134,-0.5001,63,-1.8650
ENSG00000162402,USP24,53,0.30490,44,-0.1623,42,-0.2773
ENSG00000162407,PLPP3,99,-0.0262,71,-0.5385,115,0.30083
ENSG00000162601,MYSM1,38,0.42615,51,0.72138,17,-1.2652
ENSG00000162599,NFIA,94,-1.0151,197,0.65644,186,0.70366
ENSG00000162604,TM2D1,116,1.56917,50,-0.8244,33,-1.6116
ENSG00000116641,DOCK7,60,0.56930,28,-0.9921,47,-0.1987
ENSG00000125703,ATG4C,27,-1.2688,92,1.35864,53,0.39294
ENSG00000158966,CACHD1,79,1.27337,12,-2.4300,42,-0.6175
ENSG00000162434,JAK1,65,0.97230,38,-0.4781,30,-0.9688
ENSG00000162433,AK4,74,0.92106,11,-2.5315,53,-0.2195
ENSG00000116675,DNAJC6,443,1.43319,223,-0.6110,134,-1.5665
ENSG00000184588,PDE4B,108,0.56049,106,0.21867,57,-0.9183
ENSG00000118473,SGIP1,177,0.84956,44,-1.8468,125,-0.2660
ENSG00000142864,SERBP1,182,0.41373,207,0.41082,102,-0.8772
ENSG00000162595,DIRAS3,143,1.75657,7,-3.8653,59,-0.9621
ENSG00000116729,WLS,75,0.75912,32,-1.0561,50,-0.3980
ENSG00000033122,LRRC7,177,1.04660,56,-1.4326,100,-0.6050
ENSG00000116754,SRSF11,192,0.30558,207,0.27756,129,-0.5931
ENSG00000132485,ZRANB2,158,1.00376,94,-0.4516,71,-1.0323
ENSG00000172260,NEGR1,231,1.67357,32,-2.5246,92,-1.0468
ENSG00000178965,ERICH3,94,1.78554,5,-3.8658,38,-0.9926
ENSG00000117054,ACADM,50,0.81097,37,-0.1295,24,-0.9938
ENSG00000137955,RABGGTB,67,0.26207,91,0.67683,38,-0.9212
ENSG00000117069,ST6GALNAC5,69,2.55518,2,-4.5027,16,-1.7562
ENSG00000142892,PIGK,66,1.11589,31,-0.7856,30,-0.9766
ENSG00000154027,AK5,327,1.02811,179,-0.5852,151,-0.9769
ENSG00000036549,AC118549.1,39,0.23579,48,0.47456,26,-0.6685
ENSG00000077254,USP33,124,1.35255,65,-0.5743,40,-1.4675
ENSG00000180488,MIGA1,103,0.40822,87,-0.0952,73,-0.4530
ENSG00000162613,FUBP1,74,0.37652,57,-0.2415,56,-0.3203
ENSG00000162616,DNAJB4,75,0.72756,40,-0.7183,48,-0.5060
ENSG00000117114,ADGRL2,47,1.85252,12,-1.4977,13,-1.6046
ENSG00000137941,TTLL7,157,-0.6517,425,1.43037,158,-0.4134
ENSG00000142875,PRKACB,574,1.04280,232,-1.0554,302,-0.7453
ENSG00000117133,RPF1,52,0.38949,23,-1.1369,48,0.05557
ENSG00000174021,GNG5,56,0.52572,42,-0.2323,37,-0.5185
ENSG00000117155,SSX2IP,139,1.01028,21,-2.5665,93,-0.3099
ENSG00000162642,C1orf52,113,0.69384,36,-1.5086,87,-0.1762
ENSG00000153904,DDAH1,305,0.22350,84,-1.9158,350,0.42135
ENSG00000122417,ODF2L,66,1.97870,11,-2.1122,19,-1.5153
ENSG00000097033,SH3GLB1,58,-0.0737,68,0.24345,57,-0.0669
ENSG00000183291,SELENOF,181,0.50911,122,-0.4285,130,-0.3814
ENSG00000153936,HS2ST1,74,1.34651,10,-2.5517,38,-0.6770
ENSG00000143013,LMO4,232,0.71124,77,-1.4648,174,-0.2079
ENSG00000197147,LRRC8B,91,0.90630,64,-0.1925,40,-1.0863
ENSG00000171492,LRRC8D,45,0.41653,56,0.57048,22,-1.0558
ENSG00000162664,ZNF326,27,-1.7723,164,2.11423,58,0.10033
ENSG00000122482,ZNF644,34,-0.6395,74,1.00688,42,0.01564
ENSG00000172031,EPHX4,50,1.63693,4,-3.0336,21,-0.9216
ENSG00000189195,BTBD8,93,0.92349,31,-1.3717,58,-0.4800
ENSG00000067208,EVI5,32,-0.5374,64,0.90820,38,-0.0197
ENSG00000122406,RPL5,263,-0.4330,516,0.95448,274,-0.1947
ENSG00000154511,DIPK1A,59,0.79802,41,-0.2876,31,-0.8537
ENSG00000117500,TMED5,55,0.59690,43,-0.1293,33,-0.6846
ENSG00000117505,DR1,48,0.34838,52,0.29137,31,-0.6663
ENSG00000137942,FNBP1L,77,0.98518,21,-1.6581,47,-0.4655
ENSG00000117528,ABCD3,56,0.52576,56,0.23730,30,-0.8822
ENSG00000117525,F3,50,-0.5143,30,-1.0907,93,1.00104
ENSG00000117519,CNN3,123,-0.3745,105,-0.4615,187,0.64636
ENSG00000152078,TLCD4,56,1.67633,10,-2.1239,21,-1.1443
ENSG00000117569,PTBP2,77,-0.0735,94,0.29521,75,-0.1034
ENSG00000117600,PLPPR4,228,1.59009,38,-2.2629,94,-1.0082
ENSG00000162688,AGL,47,0.35525,20,-1.2410,46,0.12511
ENSG00000156875,MFSD14A,81,0.51678,41,-0.8597,64,-0.1885
ENSG00000137992,DBT,45,0.37659,19,-1.2088,43,0.09203
ENSG00000137996,RTCA,71,1.09384,46,-0.2822,27,-1.3031
ENSG00000181656,GPR88,268,1.35302,32,-2.7989,141,-0.6460
ENSG00000162694,EXTL2,57,1.30845,7,-2.6412,31,-0.6209
ENSG00000185946,RNPC3,37,0.31584,41,0.33188,24,-0.6548
ENSG00000134186,PRPF38B,39,-0.7079,114,1.56405,38,-0.5001
ENSG00000116266,STXBP3,60,-0.1927,120,1.13868,43,-0.7411
ENSG00000121940,CLCC1,43,0.39285,35,-0.1396,31,-0.4039
ENSG00000085433,WDR47,149,1.37873,31,-1.9905,70,-0.8307
ENSG00000197780,TAF13,89,0.64229,96,0.42059,37,-1.2711
ENSG00000215717,TMEM167B,72,0.67059,52,-0.2584,42,-0.6963
ENSG00000116299,KIAA1324,64,2.03480,2,-4.1895,22,-1.2302
ENSG00000031698,SARS,218,1.13483,84,-1.0915,106,-0.8457
ENSG00000143126,CELSR2,188,0.99651,96,-0.6891,92,-0.8704
ENSG00000134243,SORT1,268,-0.4336,603,1.21252,243,-0.4656
ENSG00000143106,PSMA5,98,1.33473,28,-1.5003,44,-0.9295
ENSG00000116337,AMPD2,159,1.20643,34,-1.9776,86,-0.6361
ENSG00000168765,GSTM4,43,0.68104,24,-0.6813,28,-0.4660
ENSG00000134201,GSTM5,46,-0.9308,63,-0.0036,99,1.00848
ENSG00000134202,GSTM3,151,0.82319,26,-2.3654,114,-0.1396
ENSG00000168710,AHCYL1,279,-0.3202,202,-0.6894,422,0.67604
ENSG00000197106,SLC6A17,139,2.67094,11,-3.1295,26,-2.0755
ENSG00000134248,LAMTOR5,138,0.53606,69,-0.8900,108,-0.1991
ENSG00000177301,KCNA2,106,1.54313,24,-1.8022,42,-1.0804
ENSG00000116459,ATP5PB,257,1.51031,88,-1.1972,91,-1.2892
ENSG00000116473,RAP1A,43,-1.3430,147,1.29864,92,0.52121
ENSG00000171385,KCND3,100,1.51736,19,-2.0290,42,-0.9823
ENSG00000116489,CAPZA1,78,0.65249,72,0.15816,38,-1.0048
ENSG00000155366,RHOC,68,-0.8894,77,-0.3069,151,1.10655
ENSG00000163349,HIPK1,103,0.68637,58,-0.6540,67,-0.4862
ENSG00000197323,TRIM33,62,0.46315,42,-0.4200,46,-0.3285
ENSG00000116752,BCAS2,93,1.07856,40,-0.9379,46,-0.8459
ENSG00000009307,CSDE1,326,0.15422,347,0.18066,266,-0.3117
ENSG00000163399,ATP1A1,734,1.85258,139,-2.0302,235,-1.3856
ENSG00000198162,MAN1A2,139,-0.0523,158,0.18648,137,-0.0545
ENSG00000092621,PHGDH,71,-0.3895,103,0.42362,88,0.18693
ENSG00000265808,SEC22B,90,0.85991,72,-0.0219,38,-1.1648
ENSG00000171943,SRGAP2C,37,-0.1491,59,0.72439,32,-0.3557
ENSG00000265491,RNF115,58,0.82480,34,-0.5037,31,-0.7486
ENSG00000131779,PEX11B,63,1.30965,19,-1.4384,28,-0.9216
ENSG00000265241,RBM8A,102,0.45508,78,-0.2298,72,-0.4278
ENSG00000265972,TXNIP,58,-1.2759,213,1.51769,106,0.24672
ENSG00000178104,PDE4DIP,165,0.53130,93,-0.7016,125,-0.2730
ENSG00000159164,SV2A,453,1.91333,52,-2.7455,154,-1.2755
ENSG00000264522,OTUD7B,16,-2.3040,151,2.52095,46,0.08917
ENSG00000136631,VPS45,62,1.12009,23,-1.1802,31,-0.7885
ENSG00000143401,ANP32E,100,0.39085,79,-0.2198,75,-0.3514
ENSG00000117362,APH1A,79,0.44188,99,0.59447,38,-1.1284
ENSG00000266472,MRPS21,161,0.42943,78,-0.9738,140,-0.0443
ENSG00000163125,RPRD2,61,1.14241,30,-0.7313,26,-1.0452
ENSG00000143384,MCL1,62,0.32362,65,0.22636,42,-0.5760
ENSG00000143420,ENSA,168,0.50350,143,-0.0430,106,-0.6179
ENSG00000143418,CERS2,50,-0.7715,154,1.58323,52,-0.4343
ENSG00000213190,MLLT11,321,1.70618,50,-2.3493,122,-1.1222
ENSG00000159352,PSMD4,123,0.65499,86,-0.3067,74,-0.6432
ENSG00000143393,PI4KB,67,0.71443,44,-0.3772,39,-0.6783
ENSG00000159377,PSMB4,268,0.99776,138,-0.6844,132,-0.8748
ENSG00000143442,POGZ,65,0.30113,66,0.16318,46,-0.4947
ENSG00000143376,SNX27,102,0.30962,86,-0.1243,80,-0.3066
ENSG00000159409,CELF3,114,1.69397,16,-2.5070,44,-1.0736
ENSG00000143436,MRPL9,49,0.50963,13,-1.8975,46,0.11473
ENSG00000197747,S100A10,98,0.95863,17,-2.2872,66,-0.2983
ENSG00000197956,S100A6,147,0.10511,154,0.12400,129,-0.2087
ENSG00000188643,S100A16,33,-0.9472,83,1.00606,56,0.36760
ENSG00000189171,S100A13,77,-1.1716,109,-0.1435,206,1.30510
ENSG00000160678,S100A1,71,-1.1301,140,0.45626,164,0.94666
ENSG00000160679,CHTOP,88,0.42428,96,0.34213,50,-0.8259
ENSG00000143621,ILF2,94,0.71414,60,-0.4212,55,-0.6506
ENSG00000143624,INTS3,72,0.80380,25,-1.3547,49,-0.3462
ENSG00000143614,GATAD2B,82,0.72032,66,-0.0555,42,-0.9189
ENSG00000198837,DENND4B,36,0.07260,60,0.95334,21,-0.9421
ENSG00000143543,JTB,194,0.97702,97,-0.7398,99,-0.8158
ENSG00000177954,RPS27,1124,-0.9631,2744,0.98347,1915,0.40333
ENSG00000143549,TPM3,281,0.50227,173,-0.5766,211,-0.2965
ENSG00000143612,C1orf43,149,0.45513,101,-0.4314,112,-0.3124
ENSG00000143569,UBAP2L,73,1.28106,34,-0.7317,27,-1.2422
ENSG00000143575,HAX1,77,0.80131,46,-0.5317,44,-0.7006
ENSG00000160714,UBE2Q1,136,0.61037,64,-0.9427,101,-0.2657
ENSG00000160710,ADAR,242,0.91561,109,-0.9218,138,-0.6456
ENSG00000143603,KCNN3,63,-0.2971,57,-0.3402,89,0.51215
ENSG00000163344,PMVK,69,-0.2126,71,-0.0698,85,0.28690
ENSG00000163346,PBXIP1,137,-0.1472,122,-0.2686,167,0.31447
ENSG00000143590,EFNA3,68,2.13616,8,-2.5507,18,-1.5788
ENSG00000169242,EFNA1,37,-0.4996,105,1.61195,27,-0.8937
ENSG00000179085,DPM3,53,1.22673,33,-0.2824,17,-1.5231
ENSG00000163463,KRTCAP2,122,0.53399,110,0.06564,71,-0.7447
ENSG00000177628,GBA,115,0.69299,89,-0.1268,62,-0.8223
ENSG00000116521,SCAMP3,58,0.12747,64,0.22764,47,-0.3111
ENSG00000160752,FDPS,110,1.57754,40,-1.0864,35,-1.4456
ENSG00000160753,RUSC1,104,2.31120,19,-1.9558,21,-2.0143
ENSG00000116539,ASH1L,141,0.22326,108,-0.3409,128,-0.0775
ENSG00000163374,YY1AP1,66,0.52249,75,0.45049,31,-1.0971
ENSG00000132676,DAP3,47,0.67973,30,-0.4219,28,-0.6047
ENSG00000132718,SYT11,835,1.27393,325,-1.0552,355,-1.0439
ENSG00000116584,ARHGEF2,68,-0.0109,109,0.83621,48,-0.6681
ENSG00000163479,SSR2,81,0.53775,56,-0.3871,56,-0.4408
ENSG00000160803,UBQLN4,51,0.06698,50,-0.0135,48,-0.0728
ENSG00000116586,LAMTOR2,66,0.93860,32,-0.8188,36,-0.7242
ENSG00000160785,SLC25A44,49,0.70283,45,0.15337,22,-1.0805
ENSG00000160781,PAQR6,91,-3.1034,1710,3.31876,330,-0.3314
ENSG00000163468,CCT3,119,1.26241,39,-1.2994,54,-0.9175
ENSG00000125462,C1orf61,587,-0.4381,535,-0.3874,925,0.68258
ENSG00000116604,MEF2D,186,1.42023,32,-2.2356,88,-0.8200
ENSG00000163382,NAXE,76,0.53600,49,-0.4856,54,-0.3844
ENSG00000132702,HAPLN2,25,-1.7658,162,2.28265,49,-0.1089
ENSG00000132692,BCAN,167,-0.7131,248,0.26067,287,0.64645
ENSG00000143314,MRPL24,56,-0.0259,60,0.11460,55,-0.0398
ENSG00000143321,HDGF,82,0.62073,60,-0.2352,49,-0.6438
