# RGD-PIPELINE: ftp-file-extracts
# MODULE: orthologs-version-2.1.6
# GENERATED-ON: 2020/01/10
# RGD Ortholog FTP file
# From: RGD
# URL: http://rgd.mcw.edu
# Contact: RGD.Data@mcw.edu
#
### As of Dec 19 2011 v. 2.0.1: no data changes; improved internal QC.
### As of Feb 11 2013 v. 2.1.0: added column HUMAN_ORTHOLOG_HGNC_ID as the last column in the file
### As of Feb 4 2015 v. 2.1.1: updated description in header
#
# Format:
# Comment lines begin with '#'
# Tab delimited fields, one line per rat gene.
# Fields in order:
# 1. RAT_GENE_SYMBOL
# 2. RAT_GENE_RGD_ID
# 3. RAT_GENE_NCBI_GENE_ID
# 4. HUMAN_ORTHOLOG_SYMBOL - human ortholog(s) to rat gene
# 5. HUMAN_ORTHOLOG_RGD_ID
# 6. HUMAN_ORTHOLOG_NCBI_GENE_ID
# 7. HUMAN_ORTHOLOG_SOURCE - RGD or MGI
# 8. MOUSE_ORTHOLOG_SYMBOL - mouse ortholog(s) to rat gene
# 9. MOUSE_ORTHOLOG_RGD_ID
#10. MOUSE_ORTHOLOG_NCBI_GENE_ID
#11. MOUSE_ORTHOLOG_MGI_ID
#12. MOUSE_ORTHOLOG_SOURCE - RGD or MGI
#13. HUMAN_ORTHOLOG_HGNC_ID
#
# Most orthologs listed will be one-to-one-to-one across all three species.
# Where multiple human or mouse homologs are present in RGD the human and mouse
# fields will contain multiple entries separated by '|'.
#
# There may not be a curated ortholog for human or mouse in which case the fields
# for the respective species will be blank
#
# Multiple orthologs may be redundant when assigned by both RGD and MGI. These will
# be resolved over time.
#
# SOURCE fields will be either 'RGD', for orthologs manually created by RGD curators,
# or 'HGNC' for ortholog data derived from the HGNC Comparison of Orthology Predictions (HCOP) data compiled by:
# HUGO Gene Nomenclature Committee, European Bioinformatics Institute (EMBL-EBI)
# Wellcome Trust Genome Campus, Hinxton, Cambridge, UK
# URL:  http://www.genenames.org/
#
# Reference for HGNC and HCOP:
# Gray KA, Yates B, Seal RL, Wright MW, Bruford EA. 
# Genenames.org: the HGNC resources in 2015.
# Nucleic Acids Res. 2015 Jan 28;43(Database issue):D1079-85. 
# PMID: 25361968,  doi: 10.1093/nar/gku1071.
#
RAT_GENE_SYMBOL	RAT_GENE_RGD_ID	RAT_GENE_NCBI_GENE_ID	HUMAN_ORTHOLOG_SYMBOL	HUMAN_ORTHOLOG_RGD	HUMAN_ORTHOLOG_NCBI_GENE_ID	HUMAN_ORTHOLOG_SOURCE	MOUSE_ORTHOLOG_SYMBOL	MOUSE_ORTHOLOG_RGD	MOUSE_ORTHOLOG_NCBI_GENE_ID	MOUSE_ORTHOLOG_MGI	MOUSE_ORTHOLOG_SOURCE	HUMAN_ORTHOLOG_HGNC_ID
Asmt	708472	246281	ASMT	1353638	438	RGD	Asmt	3731974	107626	MGI:96090	Treefam	HGNC:750
Asph	1312000	312981	ASPH	1323751	444	RGD	Asph	1323752	65973	MGI:1914186	RGD	HGNC:757
Asxl3	1305869	307555	ASXL3	1344717	80816	RGD	Asxl3	1314159	211961	MGI:2685175	RGD	HGNC:29357
Atg4a	1596915	678769	ATG4A	1604759	115201	RGD	Atg4a	1616955	666468	MGI:2147903	RGD	HGNC:16489
Atg4d	1596392	686505	ATG4D	1348604	84971	RGD	Atg4d	1615670	235040	MGI:2444308	RGD	HGNC:20789
Atg5	1359580	365601	ATG5	1353398	9474	RGD	Atg5	1556965	11793	MGI:1277186	RGD	HGNC:589
Atn1	61832	29515	ATN1	1352790	1822	RGD	Atn1	1620917	13498	MGI:104725	RGD	HGNC:3033
Atp13a3	1590881	678704	ATP13A3	1353842	79572	RGD	Atp13a3	1620617	224088	MGI:2685387	RGD	HGNC:24113
Atp2c2	620647	171496	ATP2C2	732511	9914	RGD	Atp2c2	1623195	69047	MGI:1916297	RGD	HGNC:29103
Atp5md	631426	171069	ATP5MD	1347198	84833	RGD	Atp5md	1332517	66477	MGI:1891435	RGD	HGNC:30889
Atp5pb	620041	171375	ATP5PB	736319	515	RGD	Atp5pb	733542	11950	MGI:1100495	RGD	HGNC:840
Atp5pd	620083	641434	ATP5PD	1351705	10476	RGD	Atp5h	733750	71679	MGI:1918929	RGD	HGNC:845
Atr	1305796	685055	ATR	1314047	545	RGD	Atr	1557923	245000	MGI:108028	RGD	HGNC:882
Avpr1b	61886	29462	AVPR1B	619562	553	RGD	Avpr1b	62179	26361	MGI:1347010	RGD	HGNC:896
B3glct	1588723	689765	B3GLCT	1604745	145173	RGD	B3glct	1617946	381694	MGI:2685903	RGD	HGNC:20207
Bag5	1310847	366734	BAG5	1321985	9529	RGD	Bag5	1321986	70369	MGI:1917619	RGD	HGNC:941
Barx2	1584840	679701	BARX2	1350102	8538	RGD	Barx2	1621640	12023	MGI:109617	RGD	HGNC:956
Basp1	621491	64160	BASP1	1347703	10409	RGD	Basp1	733369	70350	MGI:1917600	RGD	HGNC:957
Bcan	2194	25393	BCAN	736888	63827	RGD	Bcan	10227	12032	MGI:1096385	RGD	HGNC:23059
Blmh	1304668	287552	BLMH	1312244	642	RGD	Blmh	1312245	104184	MGI:1345186	RGD	HGNC:1059
Blvrb	1306080	292737	BLVRB	1314490	645	RGD	Blvrb	1314491	233016	MGI:2385271	RGD	HGNC:1063
Boc	1304550	360715	BOC	1605311	91653	RGD	Boc	1312052	117606	MGI:2151153	RGD	HGNC:17173
Bola2	1565363	502367	BOLA2	1605757	552900	RGD	Bola2	1320647	66162	MGI:1913412	RGD	HGNC:29488
Boll	1559527	501143	BOLL	1352689	66037	RGD	Boll	1322550	75388	MGI:1922638	RGD	HGNC:14273
Brms1	1311057	293668	BRMS1	1322310	25855	RGD	Brms1	1322311	107392	MGI:2388804	RGD	HGNC:17262
Btf3l4	1311774	366434	BTF3L4	1605903	91408	RGD	Btf3l4	1550817	70533	MGI:1915312	RGD	HGNC:30547
Bysl	727959	359727	BYSL	1352999	705	RGD	Bysl	1623252	53414	MGI:1858419	RGD	HGNC:1157
C2	2231	24231	C2	1353499	717	RGD	C2	10255	12263	MGI:88226	RGD	HGNC:1248
C4a	620005	24233	C4A	1350864	720	RGD	C4a	1615407	625018	MGI:98320	RGD	HGNC:1323
C4b	1591983	406161	C4B	1605129	721	RGD	C4b	10257	12268	MGI:88228	RGD	HGNC:1324
Cabyr	1585413	686189	CABYR	1349000	26256	RGD	Cabyr	1616750	71132	MGI:1918382	RGD	HGNC:15569
Cacna1s	70983	682930	CACNA1S	736857	779	RGD	Cacna1s	733918	12292	MGI:88294	RGD	HGNC:1397
Calcoco1	619812	246047	CALCOCO1	731717	57658	RGD	Calcoco1	1551114	67488	MGI:1914738	RGD	HGNC:29306
Calm2	2258	50663	CALM2	736342	805	RGD	Calm2	10278	12314	MGI:103250	NCBI	HGNC:1445
Capns1	2270	29156	CAPNS1	735486	826	RGD	Capns1	735487	12336	MGI:88266	RGD	HGNC:1481
Cbx3	1549705	297093	CBX3	1352044	11335	RGD	Cbx3	1557409	12417	MGI:108515	RGD	HGNC:1553
Ccdc155	1561972	308581	CCDC155	1602065	147872	RGD	Ccdc155	1614760	384619	MGI:2687329	RGD	HGNC:26520
Ccdc24	1562911	500534	CCDC24	1603566	149473	RGD	Ccdc24	1618754	381546	MGI:2685874	RGD	HGNC:28688
Ccdc61	1307390	292680	CCDC61	2290511	729440	RGD	Ccdc61	1316564	232933	MGI:2685005	RGD	HGNC:33629
Ccdc83	1594161	680270	CCDC83	1606128	220047	RGD	Ccdc83	1614287	75338	MGI:1918255	RGD	HGNC:28535
Ccl12	1309255	287562	CCL13	1353724	6357	RGD	Ccl12	1319498	20293	MGI:108224	Panther	HGNC:10611
Ccl12	1309255	287562	CCL13	1353724	6357	RGD	Ccl12	1319498	20293	MGI:108224	HomoloGene	HGNC:10611
Ccl12	1309255	287562	CCL13	1353724	6357	RGD	Ccl12	1319498	20293	MGI:108224	OMA	HGNC:10611
Ccl12	1309255	287562	CCL13	1353724	6357	RGD	Ccl12	1319498	20293	MGI:108224	OrthoMCL	HGNC:10611
Ccl12	1309255	287562	CCL13	1353724	6357	RGD	Ccl12	1319498	20293	MGI:108224	EggNOG	HGNC:10611
Ccl2	3645	24770	CCL2	731046	6347	RGD	Ccl2	11275	20296	MGI:98259	RGD	HGNC:10618
Ccl27	1304660	362505	CCL27	1312228	10850	RGD	Ccl27a	1312229	20301	MGI:1343459	RGD	HGNC:10626
Ccl3	3647	25542	CCL3	735784	6348	RGD	Ccl3	11276	20302	MGI:98260	Ensembl	HGNC:10627
Ccl3	3647	25542	CCL3	735784	6348	RGD	Ccl3	11276	20302	MGI:98260	PhylomeDB	HGNC:10627
Ccl3	3647	25542	CCL3	735784	6348	RGD	Ccl3	11276	20302	MGI:98260	Inparanoid	HGNC:10627
Ccl4	620441	116637	CCL4	1353278	6351	RGD	Ccl4	1550761	20303	MGI:98261	Ensembl	HGNC:10630
Ccl4	620441	116637	CCL4	1353278	6351	RGD	Ccl4	1550761	20303	MGI:98261	Panther	HGNC:10630
Ccl4	620441	116637	CCL4	1353278	6351	RGD	Ccl4	1550761	20303	MGI:98261	HomoloGene	HGNC:10630
Ccnjl	1561384	303059	CCNJL	1606241	79616	RGD	Ccnjl	1615520	380694	MGI:2685723	RGD	HGNC:25876
Ccr2	620876	60463	CCR2	1603716	729230	RGD	Ccr2	1552061	12772	MGI:106185	RGD	HGNC:1603
Ccs	620403	84485	CCS	733606	9973	RGD	Ccs	733607	12460	MGI:1333783	RGD	HGNC:1613
Cd300ld	2319739	100361633	CD300LD	2290269	100131439	RGD	Cd300ld	1622107	217305	MGI:2442358	RGD	HGNC:16848
Cd33	1596020	690492	CD33	1347694	945	RGD	Cd33	1556894	12489	MGI:99440	RGD	HGNC:1659
Cd34	1306863	305081	CD34	1315723	947	RGD	Cd34	1315724	12490	MGI:88329	RGD	HGNC:1662
Cdc42se2	1563924	691031	CDC42SE2	1343863	56990	RGD	Cdc42se2	1614316	72729	MGI:1919979	RGD	HGNC:18547
Cdca5	1560863	684771	CDCA5	1350338	113130	RGD	Cdca5	1622313	67849	MGI:1915099	RGD	HGNC:14626
Cdk11b	628604	252879	CDK11B	1604656	984	RGD	Cdk11b	732629	12537	MGI:88353	RGD	HGNC:1729
Cdk15	1306205	301440	CDK15	1314644	65061	RGD	Cdk15	1614085	271697	MGI:3583944	RGD	HGNC:14434
Cdk4	621120	94201	CDK4	732061	1019	RGD	Cdk4	732062	12567	MGI:88357	RGD	HGNC:1773
Cdkal1	1310246	361243	CDKAL1	1321035	54901	RGD	Cdkal1	1321036	68916	MGI:1921765	RGD	HGNC:21050
Cdkn2a	2323	25163	CDKN2A	737039	1029	RGD	Cdkn2a	10322	12578	MGI:104738	HomoloGene	HGNC:1787
Cdsn	1598543	682408	CDSN	1353195	1041	RGD	Cdsn	1621174	386463	MGI:3505689	RGD	HGNC:1802
Ceacam18	1563539	502334	CEACAM18	1642767	729767	RGD	Ceacam18	1557824	72431	MGI:1919681	RGD	HGNC:31949
Cend1	1309401	361675	CEND1	1602711	51286	RGD	Cend1	1319728	57754	MGI:1929898	RGD	HGNC:24153
Cenpw	1593465	689399	CENPW	1350206	387103	RGD	Cenpw	1624012	66311	MGI:1913561	RGD	HGNC:21488
Cerkl	1561057	502640	CERKL	1346381	375298	RGD	Cerkl	1619852	228094	MGI:3037816	RGD	HGNC:21699
Ces3a	1588734	689754	CES3	735260	23491	RGD	Ces3b	1616868	13909	MGI:3644960	NCBI	HGNC:1865
Ces3a	1588734	689754	CES3	735260	23491	RGD	Ces3b	1616868	13909	MGI:3644960	HomoloGene	HGNC:1865
Cfb	2204	294257	CFB	1350557	629	RGD	Cfb	10236	14962	MGI:105975	RGD	HGNC:1037
Chchd4	1310746	312559	CHCHD4	1321831	131474	RGD	Chchd4	1321832	72170	MGI:1919420	RGD	HGNC:26467
Chmp1b	1593500	689364	CHMP1B	1603626	57132	RGD	Chmp1b	1618375	67064	MGI:1914314	RGD	HGNC:24287
Chmp2b	1306781	363720	CHMP2B	1603668	25978	RGD	Chmp2b	1551412	68942	MGI:1916192	RGD	HGNC:24537
Chmp4b	1309846	100359642	CHMP4B	1320409	128866	RGD	Chmp4b	1552660	75608	MGI:1922858	RGD	HGNC:16171
Chn1	620139	84030	CHN1	732086	1123	RGD	Chn1	1332053	108699	MGI:1915674	RGD	HGNC:1943
Chsy3	1560819	291577	CHSY3	1603860	337876	RGD	Chsy3	1616679	78923	MGI:1926173	RGD	HGNC:24293
Chtf8	1306894	364996	CHTF8	1606282	54921	RGD	Chtf8	1315770	214987	MGI:2443370	RGD	HGNC:24353
Ckap2	1311631	306575	CKAP2	1323189	26586	RGD	Ckap2	1323190	80986	MGI:1931797	RGD	HGNC:1990
Clcnka	68435	79425	CLCNKA	68651	1187	RGD	Clcnka	68652	12733	MGI:1329026	RGD	HGNC:2026
Clec2d	620070	113937	CLEC2D	1349023	29121	RGD	Clec2d	1550186	93694	MGI:2135589	RGD	HGNC:14351
Clec3b	1311031	100912012	CLEC3B	1602501	7123	RGD	Clec3b	1553639	21922	MGI:104540	RGD	HGNC:11891
Clip3	1306245	308493	CLIP3	1603664	25999	RGD	Clip3	1331911	76686	MGI:1923936	RGD	HGNC:24314
Cln5	1306965	306128	CLN5	1315879	1203	RGD	Cln5	1315880	211286	MGI:2442253	RGD	HGNC:2076
Clock	620271	60447	CLOCK	1348034	9575	RGD	Clock	1552430	12753	MGI:99698	RGD	HGNC:2082
Cntnap2	1307076	500105	CNTNAP2	1352756	26047	RGD	Cntnap2	1316053	66797	MGI:1914047	RGD	HGNC:13830
Coch	1308536	362735	COCH	1318365	1690	RGD	Coch	1318366	12810	MGI:1278313	RGD	HGNC:2180
Col4a4	1305355	301562	COL4A4	1313332	1286	RGD	Col4a4	1313333	12829	MGI:104687	RGD	HGNC:2206
Col9a3	1310255	362285	COL9A3	1321049	1299	RGD	Col9a3	1321050	12841	MGI:894686	RGD	HGNC:2219
Cox15	1312043	309391	COX15	1323821	1355	RGD	Cox15	1323822	226139	MGI:1920112	RGD	HGNC:2263
Cox6b1	1584097	688869	COX6B1	1343660	1340	RGD	Cox6b1	1614989	110323	MGI:107460	RGD	HGNC:2280
Cox7a2	68365	29507	COX7A2	1342607	1347	RGD	Cox7a2	68522	12866	MGI:1316715	RGD	HGNC:2288
Cpsf4	620440	304277	CPSF4	736724	10898	RGD	Cpsf4	733825	54188	MGI:1861602	RGD	HGNC:2327
Crabp2	62070	29563	CRABP2	731412	1382	RGD	Crabp2	62362	12904	MGI:88491	RGD	HGNC:2339
Cracr2b	1560911	309112	CRACR2B	1603869	283229	RGD	Cracr2b	1621365	213573	MGI:2446129	RGD	HGNC:28703
Creg2	1564056	316353	CREG2	1350803	200407	RGD	Creg2	1614842	263764	MGI:1928333	RGD	HGNC:14272
