Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to8,Feature log2 fold change topic 5to8
ENSG00000074800,ENO1,623,-0.5849,1019,0.25309,941,0.08055,892,-0.0144
ENSG00000049239,H6PD,29,0.75525,16,-0.2286,6,-1.6626,20,0.23754
ENSG00000171612,SLC25A33,37,-0.1726,44,0.09745,60,0.63848,37,-0.3320
ENSG00000171603,CLSTN1,337,-0.5679,378,-0.4418,649,0.51024,524,0.26617
ENSG00000178585,CTNNBIP1,53,1.24847,25,-0.1022,36,0.52824,18,-0.9645
ENSG00000162441,LZIC,70,1.09748,31,-0.3500,52,0.56909,28,-0.6836
ENSG00000130939,UBE4B,59,0.06613,56,-0.0095,62,0.15719,55,-0.0939
ENSG00000054523,KIF1B,418,0.27333,323,-0.1799,367,0.05378,352,-0.0214
ENSG00000142657,PGD,38,-0.4009,38,-0.4305,68,0.55751,51,0.17543
ENSG00000241563,CORT,151,-0.0147,99,-0.7819,31,-2.4424,210,1.14172
ENSG00000160049,DFFA,50,0.87712,36,0.32887,44,0.63776,19,-1.1195
ENSG00000142655,PEX14,22,-0.4711,27,-0.2026,27,-0.1785,34,0.40602
ENSG00000120948,TARDBP,93,-0.0062,84,-0.1938,73,-0.3955,103,0.30026
ENSG00000271895,AL109811.2,27,-0.0228,15,-1.0006,16,-0.8236,36,0.95199
ENSG00000116649,SRM,99,-0.3537,99,-0.4011,121,-0.0323,142,0.43806
ENSG00000171824,EXOSC10,43,0.64238,22,-0.5441,42,0.62515,26,-0.2833
ENSG00000198793,MTOR,47,-0.3583,44,-0.5405,71,0.31377,66,0.36260
ENSG00000116661,FBXO2,181,-0.2418,209,-0.0046,288,0.53215,198,-0.1640
ENSG00000132879,FBXO44,87,-0.9167,136,-0.2504,141,-0.1562,186,0.56787
ENSG00000116670,MAD2L2,21,-0.6969,37,0.25619,34,0.09610,32,0.01035
ENSG00000177000,MTHFR,29,0.58209,17,-0.3553,17,-0.2559,21,0.05923
ENSG00000011021,CLCN6,65,0.25685,51,-0.1697,67,0.31074,53,-0.1439
ENSG00000116685,KIAA2013,53,0.68580,24,-0.6654,43,0.33880,34,-0.0782
ENSG00000083444,PLOD1,44,1.08229,19,-0.3975,16,-0.6074,23,-0.1149
ENSG00000116688,MFN2,158,0.02943,125,-0.4001,107,-0.5996,182,0.49497
ENSG00000116691,MIIP,19,0.03847,14,-0.4922,31,0.83281,18,-0.1291
ENSG00000048707,VPS13D,44,-0.6768,74,0.18225,46,-0.5853,75,0.32806
ENSG00000162496,DHRS3,46,0.24463,36,-0.1534,58,0.66390,35,-0.3473
ENSG00000116731,PRDM2,69,0.15291,61,-0.0699,47,-0.4613,66,0.16126
ENSG00000189337,KAZN,66,0.16744,44,-0.5441,70,0.27009,63,0.16597
ENSG00000116138,DNAJC16,37,-0.3670,49,0.09878,50,0.11723,47,0.01765
ENSG00000116786,PLEKHM2,39,-0.2215,44,-0.0286,57,0.40359,43,-0.0830
ENSG00000065526,SPEN,70,0.70449,46,-0.0257,52,0.18456,39,-0.4371
ENSG00000037637,FBXO42,28,-0.0619,22,-0.5389,32,0.11902,33,0.34037
ENSG00000055070,SZRD1,43,0.32386,38,0.12362,42,0.29550,31,-0.3905
ENSG00000157191,NECAP2,35,0.98986,17,-0.2017,21,0.13044,16,-0.4712
ENSG00000219481,NBPF1,22,0.15527,16,-0.3915,20,-0.0016,21,0.20378
ENSG00000159363,ATP13A2,84,-0.2403,70,-0.5912,155,0.79988,100,0.06793
ENSG00000117118,SDHB,105,0.21165,80,-0.2605,106,0.22178,92,-0.0140
ENSG00000117115,PADI2,217,2.16436,54,-0.4628,73,0.09451,39,-1.3445
ENSG00000179051,RCC2,33,0.60023,20,-0.2765,18,-0.3990,24,0.04865
ENSG00000074964,ARHGEF10L,19,-0.5456,30,0.19056,18,-0.6148,30,0.28924
ENSG00000159423,ALDH4A1,43,0.56686,30,-0.0474,56,1.03600,22,-0.8621
ENSG00000127463,EMC1,33,-0.4929,43,-0.0867,28,-0.7304,53,0.52312
ENSG00000053372,MRTO4,31,0.00529,35,0.24095,19,-0.8153,32,0.09763
ENSG00000053371,AKR7A2,70,0.43242,67,0.44427,61,0.19489,42,-0.6708
ENSG00000077549,CAPZB,167,-0.0494,167,-0.0528,196,0.21695,169,-0.0397
ENSG00000173436,MICOS10,183,0.06338,196,0.20372,221,0.37352,154,-0.3681
ENSG00000158747,NBL1,172,0.47280,129,-0.0131,138,0.09586,118,-0.2674
ENSG00000158748,HTR6,5,-2.6113,23,-0.3645,22,-0.3465,37,1.02492
ENSG00000169914,OTUD3,20,-0.7581,22,-0.6975,26,-0.4077,43,0.92110
ENSG00000162545,CAMK2N1,886,0.50381,700,0.12224,457,-0.5859,629,-0.1245
ENSG00000090432,MUL1,27,-0.0229,33,0.36764,30,0.12077,24,-0.3388
ENSG00000183114,FAM43B,20,-0.3911,18,-0.6659,55,1.36552,23,-0.2365
ENSG00000158828,PINK1,332,-0.2588,405,0.07359,386,-0.0159,397,0.05692
ENSG00000244038,DDOST,35,-0.0196,21,-0.9370,48,0.52029,39,0.33708
ENSG00000189410,SH2D5,54,-1.3259,93,-0.5662,101,-0.3722,168,0.97579
ENSG00000127483,HP1BP3,212,-0.1304,176,-0.4904,231,0.01571,260,0.38662
ENSG00000075151,EIF4G3,76,-0.2820,90,-0.0136,104,0.22743,91,0.01934
ENSG00000076864,RAP1GAP,359,-0.9487,406,-0.8508,450,-0.5944,898,1.14532
ENSG00000090686,USP48,75,-0.4315,100,0.03127,81,-0.3084,107,0.27029
ENSG00000070831,CDC42,261,0.26270,188,-0.3176,235,0.08346,228,0.06465
ENSG00000173372,C1QA,89,0.83244,77,0.70321,43,-0.3742,38,-0.9176
ENSG00000159189,C1QC,56,0.88455,40,0.34958,42,0.37877,22,-0.9792
ENSG00000173369,C1QB,132,0.93328,84,0.17301,83,0.14083,58,-0.7280
ENSG00000004487,KDM1A,28,-0.3848,30,-0.3347,21,-0.8564,45,0.70133
ENSG00000169641,LUZP1,22,-1.0094,46,0.19147,34,-0.3121,46,0.31781
ENSG00000125944,HNRNPR,136,-0.0027,148,0.15681,124,-0.1637,134,-0.0509
ENSG00000125945,ZNF436,17,-0.1796,19,-0.0695,16,-0.2669,21,0.23599
ENSG00000117318,ID3,74,2.52060,11,-1.0927,15,-0.5124,13,-1.0654
ENSG00000142676,RPL11,869,0.72287,671,0.32550,408,-0.5356,484,-0.4369
ENSG00000057757,PITHD1,212,0.14071,159,-0.3745,231,0.28645,199,0.06362
ENSG00000011009,LYPLA2,33,-0.6406,36,-0.5735,38,-0.4112,62,0.80549
ENSG00000117305,HMGCL,17,-0.2359,21,0.11378,28,0.58264,18,-0.2865
ENSG00000179163,FUCA1,16,-0.3509,23,0.24853,11,-0.9815,22,0.27864
ENSG00000189266,PNRC2,62,-0.1104,66,-0.0013,62,-0.1109,68,0.09515
ENSG00000188529,SRSF10,66,0.06344,62,-0.0453,72,0.20312,62,-0.0881
ENSG00000001461,NIPAL3,106,0.46299,89,0.20092,40,-1.0954,80,-0.0241
ENSG00000133226,SRRM1,69,0.33043,47,-0.3549,50,-0.1870,60,0.17033
ENSG00000169504,CLIC4,249,2.25004,62,-0.3878,41,-0.9930,50,-1.0518
ENSG00000117614,SYF2,79,0.43835,54,-0.2139,85,0.54957,54,-0.3382
ENSG00000117616,RSRP1,86,-0.2380,67,-0.7139,90,-0.1579,121,0.64263
ENSG00000183726,TMEM50A,149,0.09531,112,-0.4232,105,-0.4631,161,0.43373
ENSG00000204178,MACO1,38,0.50508,20,-0.6252,32,0.24777,28,0.05025
ENSG00000162430,SELENON,49,0.16891,52,0.30304,37,-0.2938,41,-0.1973
ENSG00000117640,MTFR1L,83,-0.2805,85,-0.2834,123,0.36738,103,0.13952
ENSG00000117632,STMN1,817,1.69252,191,-0.9398,553,0.92924,208,-1.0727
ENSG00000142684,ZNF593,46,0.96547,24,-0.1384,14,-0.9558,25,-0.1106
ENSG00000142669,SH3BGRL3,199,0.28800,178,0.11702,204,0.33377,145,-0.3866
ENSG00000158062,UBXN11,11,-1.1346,25,0.23300,29,0.43917,22,-0.0279
ENSG00000117682,DHDDS,26,-0.0150,13,-1.2022,37,0.60077,30,0.41563
ENSG00000198830,HMGN2,248,0.81307,130,-0.3278,144,-0.1193,146,-0.1542
ENSG00000117713,ARID1A,70,-0.0528,80,0.20708,90,0.36802,64,-0.3162
ENSG00000204160,ZDHHC18,18,-0.6136,22,-0.4100,31,0.22368,31,0.41302
ENSG00000142751,GPN2,16,-0.7014,15,-0.9241,20,-0.3252,33,1.00524
ENSG00000090273,NUDC,172,0.49009,134,0.07362,160,0.36490,107,-0.4786
ENSG00000253368,TRNP1,29,-0.5857,44,0.09401,33,-0.3835,46,0.30100
ENSG00000090020,SLC9A1,29,-0.5311,32,-0.4397,39,-0.0938,49,0.55323
ENSG00000142784,WDTC1,25,-0.8586,49,0.21043,46,0.09481,45,0.09393
ENSG00000186501,TMEM222,84,0.33311,57,-0.3492,66,-0.0687,72,0.11671
ENSG00000158195,WASF2,60,0.85245,49,0.61728,24,-0.6500,27,-0.7481
ENSG00000126705,AHDC1,28,-0.5525,32,-0.4359,38,-0.0797,48,0.55183
ENSG00000126709,IFI6,266,0.27465,202,-0.2101,298,0.46483,210,-0.2066
ENSG00000009780,FAM76A,40,0.26955,17,-1.1737,24,-0.5169,43,0.79004
ENSG00000117758,STX12,115,0.24076,100,0.01179,124,0.36751,89,-0.2987
ENSG00000117751,PPP1R8,56,0.38747,28,-0.8343,51,0.23831,48,0.23620
ENSG00000117748,RPA2,88,-0.1257,74,-0.4680,119,0.36909,102,0.19809
ENSG00000126698,DNAJC8,122,0.21773,110,0.05480,136,0.40371,94,-0.3397
ENSG00000130770,ATP5IF1,311,-0.2258,328,-0.1630,426,0.29426,366,0.07309
ENSG00000242125,SNHG3,17,-0.5542,16,-0.7963,31,0.36943,30,0.55203
ENSG00000180098,TRNAU1AP,33,0.83302,20,-0.0354,24,0.28542,16,-0.5643
ENSG00000198492,YTHDF2,45,-0.3408,50,-0.1900,72,0.41941,57,0.06990
ENSG00000159023,EPB41,48,-0.9441,73,-0.3445,54,-0.7658,113,0.86433
ENSG00000116350,SRSF4,71,0.38507,45,-0.4046,49,-0.2129,60,0.18425
ENSG00000116353,MECR,15,-0.9864,28,-0.0571,31,0.09391,32,0.33510
ENSG00000162511,LAPTM5,78,0.62264,68,0.46452,69,0.42105,37,-0.9306
ENSG00000162512,SDC3,76,-0.4758,121,0.33479,166,0.83055,83,-0.5353
ENSG00000134644,PUM1,131,-0.2037,127,-0.2904,130,-0.2106,168,0.38065
ENSG00000060688,SNRNP40,27,0.34984,9,-1.4079,19,-0.1746,27,0.71875
ENSG00000121766,ZCCHC17,75,0.26977,57,-0.2110,81,0.41223,60,-0.1747
ENSG00000121769,FABP3,28,0.24420,18,-0.4750,57,1.53880,18,-0.7769
ENSG00000162517,PEF1,49,-0.2934,64,0.13967,63,0.10750,58,-0.0367
ENSG00000084636,COL16A1,68,0.31657,38,-0.7122,51,-0.1628,64,0.38742
ENSG00000121753,ADGRB2,144,-0.7284,218,-0.0776,175,-0.4196,266,0.48985
ENSG00000184007,PTP4A2,389,1.38492,201,0.22961,116,-0.6846,130,-0.7948
ENSG00000121774,KHDRBS1,229,0.44347,152,-0.2708,135,-0.4241,185,0.14233
ENSG00000025800,KPNA6,34,0.45901,22,-0.2844,19,-0.5399,28,0.18212
ENSG00000084652,TXLNA,42,0.00563,32,-0.4913,46,0.14344,46,0.26976
ENSG00000084623,EIF3I,104,-0.0153,102,-0.0555,93,-0.1885,109,0.12655
ENSG00000175130,MARCKSL1,533,2.11618,130,-0.5286,139,-0.3665,115,-1.0211
ENSG00000160058,BSDC1,55,-0.2064,44,-0.6461,66,0.08061,73,0.48344
ENSG00000176261,ZBTB8OS,50,0.34053,35,-0.2898,28,-0.6045,45,0.27020
ENSG00000162521,RBBP4,111,0.00076,92,-0.3610,143,0.41824,113,0.04956
ENSG00000134684,YARS,92,-0.5910,105,-0.4311,118,-0.1949,160,0.61027
ENSG00000116497,S100PBP,46,-0.4312,37,-0.8749,51,-0.2464,77,0.84838
ENSG00000121905,HPCA,553,-1.1993,1206,0.04195,823,-0.5813,1413,0.57767
ENSG00000116514,RNF19B,21,-0.6985,34,0.06450,45,0.53641,32,-0.0635
ENSG00000004455,AK2,65,0.97726,26,-0.6522,46,0.35768,33,-0.2849
ENSG00000142920,AZIN2,33,0.54844,9,-1.6637,19,-0.3873,30,0.78966
ENSG00000160094,ZNF362,30,0.35358,25,0.05003,21,-0.2828,24,-0.0923
ENSG00000134686,PHC2,104,0.88092,41,-0.7593,74,0.28518,59,-0.1216
ENSG00000163866,SMIM12,58,-0.1072,50,-0.4043,52,-0.2863,72,0.44708
ENSG00000116544,DLGAP3,24,-1.2060,70,0.56175,39,-0.4904,55,0.11329
ENSG00000163867,ZMYM6,33,-0.1924,37,-0.0017,33,-0.1654,39,0.15088
ENSG00000116560,SFPQ,225,0.25577,183,-0.0981,180,-0.1181,193,0.00295
ENSG00000146463,ZMYM4,32,-0.3563,50,0.47667,40,0.02660,36,-0.2562
ENSG00000142687,KIAA0319L,62,-0.2539,66,-0.1870,84,0.22524,76,0.13530
ENSG00000020129,NCDN,954,-1.3803,1793,-0.4559,1902,-0.3046,2976,0.88549
ENSG00000126067,PSMB2,120,-0.2201,136,-0.0257,121,-0.2084,147,0.19681
ENSG00000142686,C1orf216,43,-0.1891,30,-0.8378,75,0.75022,52,0.21812
ENSG00000134698,AGO4,25,-0.0811,23,-0.2332,32,0.31323,27,0.05404
ENSG00000092847,AGO1,37,-0.0277,45,0.36292,22,-0.8396,37,0.01796
ENSG00000126070,AGO3,43,0.25033,38,0.04293,30,-0.3676,37,-0.0031
ENSG00000116863,ADPRHL2,29,0.38396,12,-1.0933,30,0.44871,25,0.25805
ENSG00000054116,TRAPPC3,63,0.25294,56,0.07076,60,0.17372,49,-0.2519
ENSG00000116871,MAP7D1,245,0.15796,209,-0.1170,260,0.26142,214,-0.1083
ENSG00000054118,THRAP3,107,0.43462,87,0.11162,79,-0.0712,75,-0.2680
ENSG00000181817,LSM10,32,-0.1428,42,0.37980,32,-0.1457,33,-0.1817
ENSG00000116885,OSCP1,21,-0.5009,25,-0.2941,28,-0.0216,33,0.41363
ENSG00000116898,MRPS15,39,-0.1004,35,-0.3373,62,0.65797,41,-0.0593
ENSG00000163875,MEAF6,98,-0.1298,90,-0.3051,148,0.55631,106,-0.0089
ENSG00000163877,SNIP1,21,0.01528,19,-0.1685,33,0.75324,19,-0.2835
ENSG00000116922,C1orf109,20,0.09638,21,0.21073,13,-0.5256,18,-0.0065
ENSG00000185090,MANEAL,13,-1.6208,29,-0.4640,29,-0.4041,49,0.97982
ENSG00000197982,C1orf122,277,0.90905,155,-0.0985,144,-0.2044,144,-0.3434
ENSG00000183431,SF3A3,47,0.00453,44,-0.1209,41,-0.2178,50,0.17708
ENSG00000183520,UTP11,40,0.22986,31,-0.1783,18,-1.0113,39,0.36422
ENSG00000185668,POU3F1,16,-1.2055,32,-0.1539,24,-0.5821,43,0.73102
ENSG00000116954,RRAGC,74,0.41974,52,-0.1840,36,-0.7487,61,0.19855
ENSG00000174574,AKIRIN1,73,-0.6622,95,-0.2764,123,0.18949,123,0.35552
ENSG00000168653,NDUFS5,354,-0.2854,462,0.17613,465,0.16160,408,-0.0939
ENSG00000127603,MACF1,231,0.39821,202,0.19563,142,-0.4033,171,-0.1860
ENSG00000090621,PABPC4,78,0.72905,47,-0.1373,37,-0.5029,49,-0.0901
ENSG00000116983,HPCAL4,164,-0.8005,314,0.29246,234,-0.2363,285,0.15103
ENSG00000084072,PPIE,33,0.50831,29,0.31151,22,-0.1442,21,-0.4418
ENSG00000131236,CAP1,152,-0.2203,163,-0.1180,209,0.30628,176,0.03272
ENSG00000131238,PPT1,153,0.00372,121,-0.4336,162,0.10244,166,0.25342
ENSG00000259943,AL050341.2,26,-0.2677,26,-0.3015,26,-0.2183,35,0.41654
ENSG00000084073,ZMPSTE24,68,0.13073,57,-0.1780,58,-0.1177,66,0.12027
ENSG00000049089,COL9A2,97,2.22089,29,-0.0472,13,-1.3173,18,-1.2077
ENSG00000084070,SMAP2,99,-0.5107,117,-0.2739,140,0.04829,153,0.37169
ENSG00000117016,RIMS3,48,-0.6696,61,-0.3348,93,0.39721,81,0.29072
ENSG00000066136,NFYC,50,0.18937,46,0.07294,41,-0.1342,43,-0.0857
ENSG00000171793,CTPS1,17,-0.8366,25,-0.3008,22,-0.4397,37,0.69209
ENSG00000198815,FOXJ3,64,-0.6122,68,-0.5891,98,0.07280,113,0.60012
ENSG00000177181,RIMKLA,24,-0.5913,31,-0.2655,33,-0.1237,41,0.46791
ENSG00000127125,PPCS,45,-0.3786,49,-0.2694,44,-0.4219,67,0.51317
ENSG00000065978,YBX1,176,1.04960,94,-0.0471,104,0.13293,75,-0.6306
ENSG00000177868,SVBP,38,0.81376,20,-0.2828,15,-0.6996,24,0.01947
ENSG00000117394,SLC2A1,147,0.73959,88,-0.1517,78,-0.3333,90,-0.1457
ENSG00000117395,EBNA1BP2,52,-0.6026,68,-0.1889,121,0.79963,74,-0.0657
ENSG00000179178,TMEM125,99,3.13139,12,-1.0208,5,-2.1792,12,-1.4173
ENSG00000066322,ELOVL1,203,2.93492,21,-1.4430,19,-1.4246,30,-1.0996
ENSG00000178922,HYI,39,1.16828,16,-0.4044,23,0.24057,16,-0.5168
ENSG00000142949,PTPRF,140,-0.2226,145,-0.1850,161,0.01329,172,0.22078
ENSG00000066135,KDM4A,31,-0.0470,29,-0.1624,24,-0.4106,35,0.30113
ENSG00000126091,ST3GAL3,38,-0.0905,40,0.01676,32,-0.3826,43,0.17775
ENSG00000117408,IPO13,178,1.15047,70,-0.5117,50,-0.9694,92,0.01004
ENSG00000132768,DPH2,24,0.33927,8,-1.4662,18,-0.1447,25,0.73603
ENSG00000117410,ATP6V0B,380,-0.0106,278,-0.5862,459,0.30597,416,0.25466
ENSG00000117411,B4GALT2,56,0.64610,33,-0.2634,31,-0.2998,38,-0.0233
ENSG00000196517,SLC6A9,45,1.37823,20,-0.1035,21,0.04350,15,-0.8045
ENSG00000178028,DMAP1,38,-0.2266,35,-0.4390,54,0.32532,48,0.24311
ENSG00000117419,ERI3,146,-0.0303,152,0.03892,115,-0.4143,156,0.14653
ENSG00000187147,RNF220,139,0.48736,82,-0.4253,117,0.20402,102,-0.0405
ENSG00000142937,RPS8,854,0.85536,486,-0.1240,518,-0.0050,453,-0.3726
ENSG00000070785,EIF2B3,36,0.19713,18,-0.9638,37,0.25286,36,0.39401
ENSG00000126107,HECTD3,21,0.05721,15,-0.5799,31,0.72824,20,-0.0179
ENSG00000126088,UROD,100,-0.2734,90,-0.4983,143,0.31919,130,0.30182
ENSG00000117450,PRDX1,488,0.67869,339,0.06553,326,-0.0109,282,-0.4001
ENSG00000117448,AKR1A1,84,0.50500,47,-0.5191,67,0.11875,63,0.04876
ENSG00000132780,NASP,50,0.72827,28,-0.2637,54,0.85109,25,-0.6670
ENSG00000159592,GPBP1L1,63,0.16569,51,-0.1853,41,-0.5042,62,0.25276
ENSG00000159596,TMEM69,15,-0.6687,20,-0.3068,19,-0.3041,28,0.59438
ENSG00000117461,PIK3R3,11,-0.8968,18,-0.2077,39,1.11441,19,-0.1818
ENSG00000085998,POMGNT1,111,0.56707,57,-0.6038,59,-0.4842,88,0.30572
ENSG00000132128,LRRC41,49,-0.1643,49,-0.1975,67,0.35884,55,0.03980
ENSG00000173660,UQCRH,347,-0.2183,362,-0.1747,426,0.11426,420,0.16596
ENSG00000117480,FAAH,42,-0.2039,35,-0.5725,44,-0.1133,56,0.52451
ENSG00000123472,ATPAF1,147,-0.1204,173,0.17587,128,-0.3427,161,0.05230
ENSG00000159658,EFCAB14,171,0.69396,116,0.03509,120,0.09044,96,-0.4321
ENSG00000186377,CYP4X1,9,-1.8128,16,-1.1137,33,0.16537,41,1.15010
ENSG00000162368,CMPK1,181,0.67484,129,0.10891,129,0.10018,101,-0.4829
ENSG00000185104,FAF1,33,-0.1796,42,0.27712,41,0.15966,34,-0.2158
ENSG00000123091,RNF11,246,-0.2187,263,-0.1258,253,-0.1723,306,0.25545
ENSG00000085832,EPS15,186,0.71549,105,-0.2927,146,0.29164,109,-0.3055
ENSG00000117859,OSBPL9,42,-0.1372,53,0.28972,48,0.07309,42,-0.2029
ENSG00000078618,NRDC,76,-0.1703,78,-0.1455,59,-0.5660,96,0.39361
ENSG00000169213,RAB3B,33,0.80032,22,0.15394,23,0.18131,16,-0.6402
ENSG00000117862,TXNDC12,35,0.25354,31,0.07882,38,0.41507,26,-0.3825
ENSG00000134717,BTF3L4,87,0.21062,66,-0.2710,91,0.29666,75,-0.0437
ENSG00000157077,ZFYVE9,17,-1.1301,31,-0.1868,35,0.02539,40,0.49701
ENSG00000134748,PRPF38A,38,0.70466,27,0.11756,29,0.24585,20,-0.5807
ENSG00000134744,TUT4,38,0.10487,38,0.13939,26,-0.4945,36,0.03586
ENSG00000162378,ZYG11B,87,-0.2568,93,-0.1749,100,-0.0310,110,0.24631
ENSG00000121310,ECHDC2,12,-1.1417,28,0.14411,26,0.02967,28,0.24720
ENSG00000116171,SCP2,136,-0.1613,145,-0.0626,153,0.02901,155,0.10141
ENSG00000162384,CZIB,54,-0.1934,63,0.06073,56,-0.1356,63,0.09175
ENSG00000162385,MAGOH,44,0.42668,24,-0.6347,42,0.33220,35,0.05621
ENSG00000157193,LRP8,23,-0.0191,27,0.25689,21,-0.1601,22,-0.1256
ENSG00000081870,HSPB11,29,-0.3872,31,-0.2881,31,-0.2483,42,0.46402
ENSG00000116209,TMEM59,307,0.39892,187,-0.4777,198,-0.3203,264,0.26444
ENSG00000116221,MRPL37,58,0.45098,43,-0.0563,63,0.57423,37,-0.4746
ENSG00000157216,SSBP3,105,-0.5572,158,0.11821,177,0.29134,148,-0.0172
ENSG00000243725,TTC4,17,-0.5887,24,-0.0498,27,0.15577,26,0.18713
ENSG00000116133,DHCR24,100,-0.8299,116,-0.6803,172,0.03359,211,0.74224
ENSG00000162402,USP24,40,-0.0325,43,0.11033,30,-0.4967,42,0.12064
ENSG00000162407,PLPP3,187,0.12443,202,0.30067,332,1.13622,116,-0.9877
ENSG00000162409,PRKAA2,25,-0.7221,29,-0.5687,46,0.27047,46,0.52404
